state,month,incidents,year,region
amapa,9,192.0,2015,norte
amapa,9,142.0,2016,norte
amapa,9,95.0,2017,norte
amapa,10,42.0,1998,norte
amapa,10,25.0,1999,norte
amapa,10,42.0,2000,norte
amapa,10,194.0,2001,norte
amapa,10,557.0,2002,norte
amapa,10,355.0,2003,norte
amapa,10,412.0,2004,norte
amapa,10,335.0,2005,norte
amapa,10,405.0,2006,norte
amapa,10,162.0,2007,norte
amapa,10,395.0,2008,norte
amapa,10,765.0,2009,norte
amapa,10,265.0,2010,norte
amapa,10,304.0,2011,norte
amapa,10,475.0,2012,norte
amapa,10,385.0,2013,norte
amapa,10,480.0,2014,norte
amapa,10,827.0,2015,norte
amapa,10,793.0,2016,norte
amapa,10,468.0,2017,norte
amapa,11,131.0,1998,norte
amapa,11,26.0,1999,norte
amapa,11,157.0,2000,norte
amapa,11,406.0,2001,norte
amapa,11,1095.0,2002,norte
amapa,11,750.0,2003,norte
amapa,11,949.0,2004,norte
amapa,11,685.0,2005,norte
amapa,11,207.0,2006,norte
amapa,11,198.0,2007,norte
amapa,11,266.0,2008,norte
amapa,11,1019.0,2009,norte
amapa,11,339.0,2010,norte
amapa,11,282.0,2011,norte
amapa,11,969.0,2012,norte
amapa,11,341.0,2013,norte
amapa,11,484.0,2014,norte
amapa,11,1300.0,2015,norte
amapa,11,1161.0,2016,norte
amapa,11,858.0,2017,norte
amapa,12,84.0,1998,norte
amapa,12,41.0,1999,norte
amapa,12,30.0,2000,norte
amapa,12,593.0,2001,norte
amapa,12,200.0,2002,norte
amapa,12,411.0,2003,norte
amapa,12,777.0,2004,norte
amapa,12,38.0,2005,norte
amapa,12,74.0,2006,norte
amapa,12,14.0,2007,norte
amapa,12,32.0,2008,norte
amapa,12,123.0,2009,norte
amapa,12,43.0,2010,norte
amapa,12,360.0,2011,norte
amapa,12,422.0,2012,norte
amapa,12,148.0,2013,norte
amapa,12,354.0,2014,norte
amapa,12,269.0,2015,norte
amapa,12,491.0,2016,norte
amapa,12,0.0,2017,norte
amazonas,1,0.0,1998,norte
amazonas,1,3.0,1999,norte
amazonas,1,7.0,2000,norte
amazonas,1,3.0,2001,norte
amazonas,1,17.0,2002,norte
amazonas,1,158.0,2003,norte
amazonas,1,123.0,2004,norte
amazonas,1,44.0,2005,norte
amazonas,1,20.0,2006,norte
amazonas,1,37.0,2007,norte
amazonas,1,16.0,2008,norte
amazonas,1,9.0,2009,norte
amazonas,1,82.0,2010,norte
amazonas,1,53.0,2011,norte
amazonas,1,6.0,2012,norte
amazonas,1,37.0,2013,norte
amazonas,1,46.0,2014,norte
amazonas,1,35.0,2015,norte
amazonas,1,770.0,2016,norte
amazonas,1,65.0,2017,norte
amazonas,2,0.0,1998,norte
amazonas,2,43.0,1999,norte
amazonas,2,62.0,2000,norte
amazonas,2,8.0,2001,norte
amazonas,2,2.0,2002,norte
amazonas,2,62.0,2003,norte
amazonas,2,92.0,2004,norte
amazonas,2,6.0,2005,norte
amazonas,2,10.0,2006,norte
amazonas,2,92.0,2007,norte
amazonas,2,32.0,2008,norte
amazonas,2,3.0,2009,norte
amazonas,2,81.0,2010,norte
amazonas,2,30.0,2011,norte
amazonas,2,25.0,2012,norte
amazonas,2,16.0,2013,norte
amazonas,2,49.0,2014,norte
amazonas,2,107.0,2015,norte
amazonas,2,275.0,2016,norte
amazonas,2,52.0,2017,norte
amazonas,3,0.0,1998,norte
amazonas,3,7.0,1999,norte
amazonas,3,69.0,2000,norte
amazonas,3,6.0,2001,norte
amazonas,3,5.0,2002,norte
amazonas,3,64.0,2003,norte
amazonas,3,6.0,2004,norte
amazonas,3,12.0,2005,norte
amazonas,3,20.0,2006,norte
amazonas,3,6.0,2007,norte
amazonas,3,10.0,2008,norte
amazonas,3,11.0,2009,norte
amazonas,3,116.0,2010,norte
amazonas,3,49.0,2011,norte
amazonas,3,17.0,2012,norte
amazonas,3,49.0,2013,norte
amazonas,3,50.0,2014,norte
amazonas,3,46.0,2015,norte
amazonas,3,140.0,2016,norte
amazonas,3,45.0,2017,norte
amazonas,4,0.0,1998,norte
amazonas,4,2.0,1999,norte
amazonas,4,18.0,2000,norte
amazonas,4,1.0,2001,norte
amazonas,4,2.0,2002,norte
amazonas,4,11.0,2003,norte
amazonas,4,4.0,2004,norte
amazonas,4,5.0,2005,norte
amazonas,4,5.0,2006,norte
amazonas,4,0.0,2007,norte
amazonas,4,13.0,2008,norte
amazonas,4,1.0,2009,norte
amazonas,4,11.0,2010,norte
amazonas,4,5.0,2011,norte
amazonas,4,3.0,2012,norte
amazonas,4,20.0,2013,norte
amazonas,4,25.0,2014,norte
amazonas,4,24.0,2015,norte
amazonas,4,22.0,2016,norte
amazonas,4,20.0,2017,norte
amazonas,5,0.0,1998,norte
amazonas,5,0.0,1999,norte
amazonas,5,51.0,2000,norte
amazonas,5,0.0,2001,norte
amazonas,5,8.0,2002,norte
amazonas,5,2.0,2003,norte
amazonas,5,0.0,2004,norte
amazonas,5,8.0,2005,norte
amazonas,5,4.0,2006,norte
amazonas,5,0.0,2007,norte
amazonas,5,1.0,2008,norte
amazonas,5,3.0,2009,norte
amazonas,5,13.0,2010,norte
amazonas,5,6.0,2011,norte
amazonas,5,12.0,2012,norte
amazonas,5,19.0,2013,norte
amazonas,5,12.0,2014,norte
amazonas,5,10.0,2015,norte
amazonas,5,30.0,2016,norte
amazonas,5,40.0,2017,norte
amazonas,6,2.0,1998,norte
amazonas,6,7.0,1999,norte
amazonas,6,6.0,2000,norte
amazonas,6,5.0,2001,norte
amazonas,6,5.0,2002,norte
amazonas,6,3.0,2003,norte
amazonas,6,12.0,2004,norte
amazonas,6,78.0,2005,norte
amazonas,6,9.0,2006,norte
amazonas,6,23.0,2007,norte
amazonas,6,7.0,2008,norte
amazonas,6,13.0,2009,norte
amazonas,6,9.0,2010,norte
amazonas,6,22.0,2011,norte
