state,month,incidents,year,region
amazonas,6,45.0,2012,norte
amazonas,6,56.0,2013,norte
amazonas,6,74.0,2014,norte
amazonas,6,33.0,2015,norte
amazonas,6,90.0,2016,norte
amazonas,6,119.0,2017,norte
amazonas,7,71.0,1998,norte
amazonas,7,11.0,1999,norte
amazonas,7,39.0,2000,norte
amazonas,7,9.0,2001,norte
amazonas,7,146.0,2002,norte
amazonas,7,180.0,2003,norte
amazonas,7,177.0,2004,norte
amazonas,7,676.0,2005,norte
amazonas,7,123.0,2006,norte
amazonas,7,116.0,2007,norte
amazonas,7,108.0,2008,norte
amazonas,7,199.0,2009,norte
amazonas,7,640.0,2010,norte
amazonas,7,271.0,2011,norte
amazonas,7,234.0,2012,norte
amazonas,7,248.0,2013,norte
amazonas,7,202.0,2014,norte
amazonas,7,356.0,2015,norte
amazonas,7,1137.0,2016,norte
amazonas,7,1975.0,2017,norte
amazonas,8,321.0,1998,norte
amazonas,8,259.0,1999,norte
amazonas,8,180.0,2000,norte
amazonas,8,501.0,2001,norte
amazonas,8,741.0,2002,norte
amazonas,8,1867.0,2003,norte
amazonas,8,1207.0,2004,norte
amazonas,8,2316.0,2005,norte
amazonas,8,1422.0,2006,norte
amazonas,8,2241.0,2007,norte
amazonas,8,861.0,2008,norte
amazonas,8,1321.0,2009,norte
amazonas,8,3727.0,2010,norte
amazonas,8,1242.0,2011,norte
amazonas,8,3011.0,2012,norte
amazonas,8,1276.0,2013,norte
amazonas,8,3852.0,2014,norte
amazonas,8,4564.0,2015,norte
amazonas,8,3611.0,2016,norte
amazonas,8,6316.0,2017,norte
amazonas,9,267.0,1998,norte
amazonas,9,216.0,1999,norte
amazonas,9,189.0,2000,norte
amazonas,9,166.0,2001,norte
amazonas,9,928.0,2002,norte
amazonas,9,1401.0,2003,norte
amazonas,9,911.0,2004,norte
amazonas,9,2812.0,2005,norte
amazonas,9,2218.0,2006,norte
amazonas,9,1360.0,2007,norte
amazonas,9,998.0,2008,norte
amazonas,9,3091.0,2009,norte
amazonas,9,2781.0,2010,norte
amazonas,9,1295.0,2011,norte
amazonas,9,2392.0,2012,norte
amazonas,9,1739.0,2013,norte
amazonas,9,3057.0,2014,norte
amazonas,9,5882.0,2015,norte
amazonas,9,3119.0,2016,norte
amazonas,9,4033.0,2017,norte
amazonas,10,83.0,1998,norte
amazonas,10,479.0,1999,norte
amazonas,10,145.0,2000,norte
amazonas,10,332.0,2001,norte
amazonas,10,695.0,2002,norte
amazonas,10,725.0,2003,norte
amazonas,10,710.0,2004,norte
amazonas,10,545.0,2005,norte
amazonas,10,721.0,2006,norte
amazonas,10,215.0,2007,norte
amazonas,10,632.0,2008,norte
amazonas,10,2189.0,2009,norte
amazonas,10,889.0,2010,norte
amazonas,10,694.0,2011,norte
amazonas,10,1238.0,2012,norte
amazonas,10,1202.0,2013,norte
amazonas,10,952.0,2014,norte
amazonas,10,2494.0,2015,norte
amazonas,10,2105.0,2016,norte
amazonas,10,1581.0,2017,norte
amazonas,11,6.0,1998,norte
amazonas,11,32.0,1999,norte
amazonas,11,27.0,2000,norte
amazonas,11,244.0,2001,norte
amazonas,11,259.0,2002,norte
amazonas,11,169.0,2003,norte
amazonas,11,209.0,2004,norte
amazonas,11,261.0,2005,norte
amazonas,11,59.0,2006,norte
amazonas,11,90.0,2007,norte
amazonas,11,39.0,2008,norte
amazonas,11,973.0,2009,norte
amazonas,11,354.0,2010,norte
amazonas,11,399.0,2011,norte
amazonas,11,682.0,2012,norte
amazonas,11,220.0,2013,norte
amazonas,11,676.0,2014,norte
amazonas,11,1054.0,2015,norte
amazonas,11,591.0,2016,norte
amazonas,11,552.0,2017,norte
amazonas,12,196.0,1998,norte
amazonas,12,2.0,1999,norte
amazonas,12,60.0,2000,norte
amazonas,12,22.0,2001,norte
amazonas,12,44.0,2002,norte
amazonas,12,147.0,2003,norte
amazonas,12,53.0,2004,norte
amazonas,12,17.0,2005,norte
amazonas,12,23.0,2006,norte
amazonas,12,7.0,2007,norte
amazonas,12,0.0,2008,norte
amazonas,12,102.0,2009,norte
amazonas,12,123.0,2010,norte
amazonas,12,121.0,2011,norte
amazonas,12,80.0,2012,norte
amazonas,12,236.0,2013,norte
amazonas,12,293.0,2014,norte
amazonas,12,565.0,2015,norte
amazonas,12,133.0,2016,norte
amazonas,12,0.0,2017,norte
bahia,1,0.0,1998,nordeste
bahia,1,114.0,1999,nordeste
bahia,1,31.0,2000,nordeste
bahia,1,24.0,2001,nordeste
bahia,1,125.0,2002,nordeste
bahia,1,439.0,2003,nordeste
bahia,1,158.0,2004,nordeste
bahia,1,303.0,2005,nordeste
bahia,1,225.0,2006,nordeste
bahia,1,373.0,2007,nordeste
bahia,1,314.0,2008,nordeste
bahia,1,177.0,2009,nordeste
bahia,1,297.0,2010,nordeste
bahia,1,101.0,2011,nordeste
bahia,1,179.0,2012,nordeste
bahia,1,125.0,2013,nordeste
bahia,1,132.0,2014,nordeste
bahia,1,256.0,2015,nordeste
bahia,1,285.0,2016,nordeste
bahia,1,154.0,2017,nordeste
bahia,2,0.0,1998,nordeste
bahia,2,157.0,1999,nordeste
bahia,2,32.0,2000,nordeste
bahia,2,101.0,2001,nordeste
bahia,2,204.0,2002,nordeste
bahia,2,223.0,2003,nordeste
bahia,2,122.0,2004,nordeste
bahia,2,143.0,2005,nordeste
bahia,2,277.0,2006,nordeste
bahia,2,113.0,2007,nordeste
bahia,2,235.0,2008,nordeste
bahia,2,117.0,2009,nordeste
bahia,2,206.0,2010,nordeste
bahia,2,156.0,2011,nordeste
bahia,2,200.0,2012,nordeste
bahia,2,231.0,2013,nordeste
bahia,2,107.0,2014,nordeste
bahia,2,143.0,2015,nordeste
bahia,2,418.0,2016,nordeste
bahia,2,100.0,2017,nordeste
bahia,3,0.0,1998,nordeste
bahia,3,83.0,1999,nordeste
bahia,3,65.0,2000,nordeste
bahia,3,4.0,2001,nordeste
bahia,3,146.0,2002,nordeste
bahia,3,274.0,2003,nordeste
bahia,3,115.0,2004,nordeste
bahia,3,158.0,2005,nordeste
bahia,3,199.0,2006,nordeste
bahia,3,141.0,2007,nordeste
bahia,3,135.0,2008,nordeste
bahia,3,249.0,2009,nordeste
bahia,3,156.0,2010,nordeste
bahia,3,90.0,2011,nordeste
bahia,3,404.0,2012,nordeste
bahia,3,363.0,2013,nordeste
bahia,3,148.0,2014,nordeste
bahia,3,229.0,2015,nordeste
bahia,3,281.0,2016,nordeste
bahia,3,163.0,2017,nordeste
bahia,4,0.0,1998,nordeste
bahia,4,55.0,1999,nordeste
bahia,4,23.0,2000,nordeste
bahia,4,26.0,2001,nordeste
bahia,4,110.0,2002,nordeste
bahia,4,376.0,2003,nordeste
bahia,4,89.0,2004,nordeste
bahia,4,76.0,2005,nordeste
bahia,4,60.0,2006,nordeste
bahia,4,64.0,2007,nordeste
bahia,4,151.0,2008,nordeste
bahia,4,40.0,2009,nordeste
bahia,4,103.0,2010,nordeste
bahia,4,149.0,2011,nordeste
bahia,4,396.0,2012,nordeste
bahia,4,108.0,2013,nordeste
bahia,4,183.0,2014,nordeste
bahia,4,190.0,2015,nordeste
bahia,4,217.0,2016,nordeste
bahia,4,94.0,2017,nordeste
bahia,5,0.0,1998,nordeste
bahia,5,76.0,1999,nordeste
bahia,5,71.0,2000,nordeste
bahia,5,85.0,2001,nordeste
bahia,5,166.0,2002,nordeste
bahia,5,106.0,2003,nordeste
bahia,5,124.0,2004,nordeste
bahia,5,120.0,2005,nordeste
bahia,5,43.0,2006,nordeste
bahia,5,161.0,2007,nordeste
bahia,5,56.0,2008,nordeste
bahia,5,34.0,2009,nordeste
bahia,5,198.0,2010,nordeste
bahia,5,189.0,2011,nordeste
bahia,5,326.0,2012,nordeste
bahia,5,141.0,2013,nordeste
bahia,5,224.0,2014,nordeste
bahia,5,144.0,2015,nordeste
bahia,5,259.0,2016,nordeste
bahia,5,121.0,2017,nordeste
bahia,6,55.0,1998,nordeste
bahia,6,64.0,1999,nordeste
bahia,6,178.0,2000,nordeste
bahia,6,98.0,2001,nordeste
bahia,6,118.0,2002,nordeste
bahia,6,140.0,2003,nordeste
bahia,6,289.0,2004,nordeste
bahia,6,211.0,2005,nordeste
bahia,6,68.0,2006,nordeste
bahia,6,270.0,2007,nordeste
bahia,6,72.0,2008,nordeste
bahia,6,92.0,2009,nordeste
bahia,6,192.0,2010,nordeste
bahia,6,345.0,2011,nordeste
bahia,6,385.0,2012,nordeste
bahia,6,208.0,2013,nordeste
bahia,6,243.0,2014,nordeste
bahia,6,242.0,2015,nordeste
bahia,6,416.0,2016,nordeste
bahia,6,329.0,2017,nordeste
bahia,7,219.0,1998,nordeste
bahia,7,107.0,1999,nordeste
bahia,7,202.0,2000,nordeste
bahia,7,248.0,2001,nordeste
bahia,7,549.0,2002,nordeste
bahia,7,261.0,2003,nordeste
bahia,7,310.0,2004,nordeste
bahia,7,269.0,2005,nordeste
bahia,7,229.0,2006,nordeste
bahia,7,811.0,2007,nordeste
bahia,7,271.0,2008,nordeste
bahia,7,321.0,2009,nordeste
bahia,7,519.0,2010,nordeste
bahia,7,578.0,2011,nordeste
bahia,7,906.0,2012,nordeste
bahia,7,362.0,2013,nordeste
bahia,7,249.0,2014,nordeste
bahia,7,306.0,2015,nordeste
bahia,7,345.0,2016,nordeste
bahia,7,300.0,2017,nordeste
bahia,8,815.0,1998,nordeste
bahia,8,453.0,1999,nordeste
bahia,8,633.0,2000,nordeste
bahia,8,979.0,2001,nordeste
bahia,8,1827.0,2002,nordeste
bahia,8,1039.0,2003,nordeste
bahia,8,1430.0,2004,nordeste
bahia,8,948.0,2005,nordeste
bahia,8,995.0,2006,nordeste
bahia,8,3734.0,2007,nordeste
bahia,8,611.0,2008,nordeste
bahia,8,439.0,2009,nordeste
bahia,8,2423.0,2010,nordeste
bahia,8,1795.0,2011,nordeste
bahia,8,1835.0,2012,nordeste
bahia,8,610.0,2013,nordeste
bahia,8,674.0,2014,nordeste
bahia,8,829.0,2015,nordeste
bahia,8,724.0,2016,nordeste
bahia,8,1018.0,2017,nordeste
bahia,9,2718.0,1998,nordeste
bahia,9,1275.0,1999,nordeste
bahia,9,2285.0,2000,nordeste
bahia,9,3964.0,2001,nordeste
bahia,9,6439.0,2002,nordeste
bahia,9,8847.0,2003,nordeste
bahia,9,6433.0,2004,nordeste
bahia,9,4066.0,2005,nordeste
bahia,9,3006.0,2006,nordeste
bahia,9,7438.0,2007,nordeste
bahia,9,4837.0,2008,nordeste
bahia,9,3610.0,2009,nordeste
bahia,9,5322.0,2010,nordeste
bahia,9,7086.0,2011,nordeste
bahia,9,7495.0,2012,nordeste
bahia,9,2681.0,2013,nordeste
bahia,9,2603.0,2014,nordeste
bahia,9,7956.0,2015,nordeste
bahia,9,1819.0,2016,nordeste
bahia,9,1791.0,2017,nordeste
bahia,10,1969.0,1998,nordeste
bahia,10,1307.0,1999,nordeste
bahia,10,3350.0,2000,nordeste
bahia,10,1686.0,2001,nordeste
bahia,10,5414.0,2002,nordeste
bahia,10,4263.0,2003,nordeste
bahia,10,4810.0,2004,nordeste
bahia,10,8405.0,2005,nordeste
bahia,10,2079.0,2006,nordeste
bahia,10,4981.0,2007,nordeste
bahia,10,7691.0,2008,nordeste
bahia,10,2552.0,2009,nordeste
bahia,10,5263.0,2010,nordeste
bahia,10,2166.0,2011,nordeste
bahia,10,4607.0,2012,nordeste
bahia,10,1969.0,2013,nordeste
bahia,10,2763.0,2014,nordeste
bahia,10,4989.0,2015,nordeste
bahia,10,1415.0,2016,nordeste
bahia,10,4005.0,2017,nordeste
bahia,11,49.0,1998,nordeste
bahia,11,49.0,1999,nordeste
bahia,11,114.0,2000,nordeste
bahia,11,699.0,2001,nordeste
bahia,11,1020.0,2002,nordeste
bahia,11,533.0,2003,nordeste
bahia,11,1736.0,2004,nordeste
bahia,11,1595.0,2005,nordeste
bahia,11,239.0,2006,nordeste
bahia,11,2126.0,2007,nordeste
bahia,11,3175.0,2008,nordeste
bahia,11,402.0,2009,nordeste
bahia,11,605.0,2010,nordeste
bahia,11,176.0,2011,nordeste
bahia,11,168.0,2012,nordeste
bahia,11,288.0,2013,nordeste
bahia,11,348.0,2014,nordeste
bahia,11,1705.0,2015,nordeste
bahia,11,408.0,2016,nordeste
bahia,11,174.0,2017,nordeste
bahia,12,82.0,1998,nordeste
bahia,12,37.0,1999,nordeste
bahia,12,24.0,2000,nordeste
bahia,12,158.0,2001,nordeste
bahia,12,848.0,2002,nordeste
bahia,12,710.0,2003,nordeste
bahia,12,423.0,2004,nordeste
bahia,12,116.0,2005,nordeste
bahia,12,169.0,2006,nordeste
bahia,12,259.0,2007,nordeste
bahia,12,52.0,2008,nordeste
bahia,12,308.0,2009,nordeste
bahia,12,226.0,2010,nordeste
bahia,12,230.0,2011,nordeste
bahia,12,477.0,2012,nordeste
bahia,12,131.0,2013,nordeste
bahia,12,144.0,2014,nordeste
bahia,12,1408.0,2015,nordeste
bahia,12,164.0,2016,nordeste
bahia,12,0.0,2017,nordeste
ceara,1,0.0,1998,nordeste
ceara,1,47.0,1999,nordeste
ceara,1,1.0,2000,nordeste
ceara,1,11.0,2001,nordeste
ceara,1,33.0,2002,nordeste
ceara,1,264.0,2003,nordeste
ceara,1,143.0,2004,nordeste
ceara,1,384.0,2005,nordeste
ceara,1,211.0,2006,nordeste
ceara,1,304.0,2007,nordeste
ceara,1,166.0,2008,nordeste
ceara,1,347.0,2009,nordeste
ceara,1,288.0,2010,nordeste
ceara,1,32.0,2011,nordeste
ceara,1,273.0,2012,nordeste
ceara,1,103.0,2013,nordeste
ceara,1,115.0,2014,nordeste
ceara,1,207.0,2015,nordeste
ceara,1,100.0,2016,nordeste
ceara,1,91.0,2017,nordeste
ceara,2,0.0,1998,nordeste
ceara,2,16.0,1999,nordeste
ceara,2,6.0,2000,nordeste
ceara,2,0.0,2001,nordeste
ceara,2,75.0,2002,nordeste
ceara,2,9.0,2003,nordeste
ceara,2,5.0,2004,nordeste
ceara,2,25.0,2005,nordeste
ceara,2,23.0,2006,nordeste
ceara,2,3.0,2007,nordeste
ceara,2,12.0,2008,nordeste
ceara,2,8.0,2009,nordeste
ceara,2,63.0,2010,nordeste
ceara,2,2.0,2011,nordeste
ceara,2,41.0,2012,nordeste
ceara,2,49.0,2013,nordeste
ceara,2,18.0,2014,nordeste
ceara,2,25.0,2015,nordeste
ceara,2,13.0,2016,nordeste
ceara,2,9.0,2017,nordeste
ceara,3,0.0,1998,nordeste
ceara,3,30.0,1999,nordeste
ceara,3,9.0,2000,nordeste
ceara,3,0.0,2001,nordeste
ceara,3,17.0,2002,nordeste
ceara,3,3.0,2003,nordeste
ceara,3,1.0,2004,nordeste
ceara,3,5.0,2005,nordeste
ceara,3,3.0,2006,nordeste
ceara,3,2.0,2007,nordeste
ceara,3,2.0,2008,nordeste
ceara,3,3.0,2009,nordeste
ceara,3,40.0,2010,nordeste
ceara,3,6.0,2011,nordeste
ceara,3,10.0,2012,nordeste
ceara,3,17.0,2013,nordeste
ceara,3,6.0,2014,nordeste
ceara,3,20.0,2015,nordeste
ceara,3,4.0,2016,nordeste
ceara,3,4.0,2017,nordeste
ceara,4,0.0,1998,nordeste
ceara,4,6.0,1999,nordeste
ceara,4,15.0,2000,nordeste
ceara,4,2.0,2001,nordeste
ceara,4,5.0,2002,nordeste
ceara,4,3.0,2003,nordeste
ceara,4,2.0,2004,nordeste
ceara,4,4.0,2005,nordeste
ceara,4,1.0,2006,nordeste
ceara,4,1.0,2007,nordeste
ceara,4,0.0,2008,nordeste
ceara,4,0.0,2009,nordeste
ceara,4,7.0,2010,nordeste
ceara,4,1.0,2011,nordeste
ceara,4,2.0,2012,nordeste
ceara,4,4.0,2013,nordeste
ceara,4,4.0,2014,nordeste
ceara,4,3.0,2015,nordeste
ceara,4,10.0,2016,nordeste
ceara,4,6.0,2017,nordeste
ceara,5,0.0,1998,nordeste
ceara,5,5.0,1999,nordeste
ceara,5,7.0,2000,nordeste
ceara,5,81.0,2001,nordeste
ceara,5,10.0,2002,nordeste
ceara,5,0.0,2003,nordeste
ceara,5,3.0,2004,nordeste
ceara,5,1.0,2005,nordeste
ceara,5,0.0,2006,nordeste
ceara,5,0.0,2007,nordeste
ceara,5,0.0,2008,nordeste
ceara,5,0.0,2009,nordeste
ceara,5,2.0,2010,nordeste
ceara,5,0.0,2011,nordeste
ceara,5,19.0,2012,nordeste
ceara,5,4.0,2013,nordeste
ceara,5,4.0,2014,nordeste
ceara,5,17.0,2015,nordeste
ceara,5,8.0,2016,nordeste
ceara,5,9.0,2017,nordeste
ceara,6,1.0,1998,nordeste
ceara,6,16.0,1999,nordeste
ceara,6,16.0,2000,nordeste
ceara,6,38.0,2001,nordeste
ceara,6,13.0,2002,nordeste
ceara,6,2.0,2003,nordeste
ceara,6,1.0,2004,nordeste
ceara,6,6.0,2005,nordeste
ceara,6,0.0,2006,nordeste
ceara,6,1.0,2007,nordeste
ceara,6,1.0,2008,nordeste
ceara,6,0.0,2009,nordeste
ceara,6,3.0,2010,nordeste
ceara,6,5.0,2011,nordeste
ceara,6,28.0,2012,nordeste
ceara,6,5.0,2013,nordeste
ceara,6,19.0,2014,nordeste
ceara,6,22.0,2015,nordeste
ceara,6,45.0,2016,nordeste
ceara,6,23.0,2017,nordeste
ceara,7,76.0,1998,nordeste
ceara,7,83.0,1999,nordeste
ceara,7,18.0,2000,nordeste
ceara,7,146.0,2001,nordeste
ceara,7,12.0,2002,nordeste
ceara,7,14.0,2003,nordeste
ceara,7,16.0,2004,nordeste
ceara,7,14.0,2005,nordeste
ceara,7,1.0,2006,nordeste
ceara,7,11.0,2007,nordeste
ceara,7,3.0,2008,nordeste
ceara,7,7.0,2009,nordeste
ceara,7,44.0,2010,nordeste
ceara,7,18.0,2011,nordeste
ceara,7,50.0,2012,nordeste
ceara,7,4.0,2013,nordeste
ceara,7,47.0,2014,nordeste
ceara,7,25.0,2015,nordeste
ceara,7,124.0,2016,nordeste
ceara,7,26.0,2017,nordeste
ceara,8,93.0,1998,nordeste
ceara,8,131.0,1999,nordeste
ceara,8,79.0,2000,nordeste
ceara,8,219.0,2001,nordeste
ceara,8,111.0,2002,nordeste
ceara,8,109.0,2003,nordeste
ceara,8,61.0,2004,nordeste
ceara,8,51.0,2005,nordeste
ceara,8,50.0,2006,nordeste
ceara,8,182.0,2007,nordeste
ceara,8,32.0,2008,nordeste
ceara,8,26.0,2009,nordeste
ceara,8,202.0,2010,nordeste
ceara,8,53.0,2011,nordeste
ceara,8,278.0,2012,nordeste
ceara,8,32.0,2013,nordeste
ceara,8,155.0,2014,nordeste
ceara,8,127.0,2015,nordeste
ceara,8,293.0,2016,nordeste
ceara,8,121.0,2017,nordeste
ceara,9,590.0,1998,nordeste
ceara,9,124.0,1999,nordeste
ceara,9,127.0,2000,nordeste
ceara,9,801.0,2001,nordeste
ceara,9,172.0,2002,nordeste
ceara,9,384.0,2003,nordeste
ceara,9,144.0,2004,nordeste
ceara,9,185.0,2005,nordeste
ceara,9,237.0,2006,nordeste
ceara,9,241.0,2007,nordeste
ceara,9,177.0,2008,nordeste
ceara,9,101.0,2009,nordeste
ceara,9,357.0,2010,nordeste
ceara,9,239.0,2011,nordeste
ceara,9,609.0,2012,nordeste
ceara,9,177.0,2013,nordeste
ceara,9,155.0,2014,nordeste
ceara,9,214.0,2015,nordeste
ceara,9,370.0,2016,nordeste
ceara,9,505.0,2017,nordeste
ceara,10,1014.0,1998,nordeste
ceara,10,309.0,1999,nordeste
ceara,10,875.0,2000,nordeste
ceara,10,2045.0,2001,nordeste
ceara,10,1605.0,2002,nordeste
ceara,10,1761.0,2003,nordeste
ceara,10,1217.0,2004,nordeste
ceara,10,1378.0,2005,nordeste
ceara,10,581.0,2006,nordeste
ceara,10,964.0,2007,nordeste
ceara,10,816.0,2008,nordeste
ceara,10,435.0,2009,nordeste
ceara,10,502.0,2010,nordeste
ceara,10,415.0,2011,nordeste
ceara,10,1104.0,2012,nordeste
ceara,10,466.0,2013,nordeste
ceara,10,517.0,2014,nordeste
ceara,10,658.0,2015,nordeste
ceara,10,1310.0,2016,nordeste
ceara,10,949.0,2017,nordeste
ceara,11,575.0,1998,nordeste
ceara,11,524.0,1999,nordeste
ceara,11,669.0,2000,nordeste
ceara,11,2456.0,2001,nordeste
ceara,11,2715.0,2002,nordeste
ceara,11,3327.0,2003,nordeste
ceara,11,2900.0,2004,nordeste
ceara,11,2483.0,2005,nordeste
ceara,11,1012.0,2006,nordeste
ceara,11,1443.0,2007,nordeste
ceara,11,1753.0,2008,nordeste
ceara,11,1653.0,2009,nordeste
ceara,11,1652.0,2010,nordeste
ceara,11,1561.0,2011,nordeste
ceara,11,995.0,2012,nordeste
ceara,11,1081.0,2013,nordeste
ceara,11,829.0,2014,nordeste
ceara,11,1081.0,2015,nordeste
ceara,11,1328.0,2016,nordeste
ceara,11,812.0,2017,nordeste
ceara,12,276.0,1998,nordeste
ceara,12,397.0,1999,nordeste
ceara,12,389.0,2000,nordeste
ceara,12,545.0,2001,nordeste
ceara,12,1787.0,2002,nordeste
ceara,12,2436.0,2003,nordeste
ceara,12,3158.0,2004,nordeste
ceara,12,1360.0,2005,nordeste
ceara,12,1161.0,2006,nordeste
ceara,12,1177.0,2007,nordeste
ceara,12,1655.0,2008,nordeste
ceara,12,1986.0,2009,nordeste
ceara,12,578.0,2010,nordeste
ceara,12,1440.0,2011,nordeste
ceara,12,631.0,2012,nordeste
ceara,12,956.0,2013,nordeste
ceara,12,643.0,2014,nordeste
ceara,12,1020.0,2015,nordeste
ceara,12,819.0,2016,nordeste
ceara,12,0.0,2017,nordeste
distrito federal,1,0.0,1998,centro-oeste
distrito federal,1,0.0,1999,centro-oeste
distrito federal,1,0.0,2000,centro-oeste
distrito federal,1,0.0,2001,centro-oeste
distrito federal,1,0.0,2002,centro-oeste
distrito federal,1,0.0,2003,centro-oeste
distrito federal,1,0.0,2004,centro-oeste
distrito federal,1,0.0,2005,centro-oeste
distrito federal,1,0.0,2006,centro-oeste
distrito federal,1,0.0,2007,centro-oeste
distrito federal,1,0.0,2008,centro-oeste
distrito federal,1,1.0,2009,centro-oeste
distrito federal,1,2.0,2010,centro-oeste
distrito federal,1,2.0,2011,centro-oeste
distrito federal,1,0.0,2012,centro-oeste
distrito federal,1,0.0,2013,centro-oeste
distrito federal,1,0.0,2014,centro-oeste
distrito federal,1,1.0,2015,centro-oeste
distrito federal,1,1.0,2016,centro-oeste
distrito federal,1,1.0,2017,centro-oeste
distrito federal,2,0.0,1998,centro-oeste
distrito federal,2,2.0,1999,centro-oeste
distrito federal,2,0.0,2000,centro-oeste
distrito federal,2,1.0,2001,centro-oeste
distrito federal,2,0.0,2002,centro-oeste
distrito federal,2,1.0,2003,centro-oeste
distrito federal,2,0.0,2004,centro-oeste
distrito federal,2,0.0,2005,centro-oeste
distrito federal,2,0.0,2006,centro-oeste
distrito federal,2,0.0,2007,centro-oeste
distrito federal,2,0.0,2008,centro-oeste
distrito federal,2,0.0,2009,centro-oeste
distrito federal,2,4.0,2010,centro-oeste
distrito federal,2,1.0,2011,centro-oeste
distrito federal,2,0.0,2012,centro-oeste
distrito federal,2,1.0,2013,centro-oeste
distrito federal,2,1.0,2014,centro-oeste
distrito federal,2,0.0,2015,centro-oeste
distrito federal,2,2.0,2016,centro-oeste
distrito federal,2,0.0,2017,centro-oeste
distrito federal,3,0.0,1998,centro-oeste
distrito federal,3,0.0,1999,centro-oeste
distrito federal,3,0.0,2000,centro-oeste
distrito federal,3,0.0,2001,centro-oeste
distrito federal,3,0.0,2002,centro-oeste
distrito federal,3,0.0,2003,centro-oeste
distrito federal,3,0.0,2004,centro-oeste
distrito federal,3,0.0,2005,centro-oeste
distrito federal,3,0.0,2006,centro-oeste
distrito federal,3,1.0,2007,centro-oeste
distrito federal,3,2.0,2008,centro-oeste
distrito federal,3,0.0,2009,centro-oeste
distrito federal,3,0.0,2010,centro-oeste
distrito federal,3,0.0,2011,centro-oeste
distrito federal,3,0.0,2012,centro-oeste
distrito federal,3,1.0,2013,centro-oeste
distrito federal,3,1.0,2014,centro-oeste
distrito federal,3,0.0,2015,centro-oeste
distrito federal,3,1.0,2016,centro-oeste
distrito federal,3,0.0,2017,centro-oeste
distrito federal,4,0.0,1998,centro-oeste
distrito federal,4,0.0,1999,centro-oeste
distrito federal,4,0.0,2000,centro-oeste
distrito federal,4,0.0,2001,centro-oeste
distrito federal,4,1.0,2002,centro-oeste
distrito federal,4,0.0,2003,centro-oeste
distrito federal,4,1.0,2004,centro-oeste
distrito federal,4,0.0,2005,centro-oeste
distrito federal,4,0.0,2006,centro-oeste
distrito federal,4,0.0,2007,centro-oeste
distrito federal,4,1.0,2008,centro-oeste
distrito federal,4,0.0,2009,centro-oeste
distrito federal,4,8.0,2010,centro-oeste
distrito federal,4,1.0,2011,centro-oeste
distrito federal,4,4.0,2012,centro-oeste
distrito federal,4,1.0,2013,centro-oeste
distrito federal,4,2.0,2014,centro-oeste
distrito federal,4,0.0,2015,centro-oeste
distrito federal,4,5.0,2016,centro-oeste
distrito federal,4,1.0,2017,centro-oeste
distrito federal,5,0.0,1998,centro-oeste
distrito federal,5,0.0,1999,centro-oeste
distrito federal,5,2.0,2000,centro-oeste
distrito federal,5,0.0,2001,centro-oeste
distrito federal,5,1.0,2002,centro-oeste
distrito federal,5,0.0,2003,centro-oeste
distrito federal,5,9.0,2004,centro-oeste
distrito federal,5,2.0,2005,centro-oeste
distrito federal,5,3.0,2006,centro-oeste
distrito federal,5,4.0,2007,centro-oeste
distrito federal,5,6.0,2008,centro-oeste
distrito federal,5,9.0,2009,centro-oeste
distrito federal,5,23.0,2010,centro-oeste
distrito federal,5,3.0,2011,centro-oeste
distrito federal,5,0.0,2012,centro-oeste
distrito federal,5,2.0,2013,centro-oeste
distrito federal,5,9.0,2014,centro-oeste
distrito federal,5,2.0,2015,centro-oeste
distrito federal,5,15.0,2016,centro-oeste
distrito federal,5,6.0,2017,centro-oeste
distrito federal,6,2.0,1998,centro-oeste
distrito federal,6,3.0,1999,centro-oeste
distrito federal,6,1.0,2000,centro-oeste
distrito federal,6,3.0,2001,centro-oeste
distrito federal,6,7.0,2002,centro-oeste
distrito federal,6,11.0,2003,centro-oeste
distrito federal,6,6.0,2004,centro-oeste
distrito federal,6,3.0,2005,centro-oeste
distrito federal,6,2.0,2006,centro-oeste
distrito federal,6,21.0,2007,centro-oeste
distrito federal,6,0.0,2008,centro-oeste
distrito federal,6,4.0,2009,centro-oeste
distrito federal,6,21.0,2010,centro-oeste
distrito federal,6,18.0,2011,centro-oeste
distrito federal,6,6.0,2012,centro-oeste
distrito federal,6,4.0,2013,centro-oeste
distrito federal,6,6.0,2014,centro-oeste
distrito federal,6,1.0,2015,centro-oeste
distrito federal,6,42.0,2016,centro-oeste
distrito federal,6,23.0,2017,centro-oeste
distrito federal,7,17.0,1998,centro-oeste
distrito federal,7,4.0,1999,centro-oeste
distrito federal,7,15.0,2000,centro-oeste
distrito federal,7,22.0,2001,centro-oeste
distrito federal,7,33.0,2002,centro-oeste
distrito federal,7,19.0,2003,centro-oeste
distrito federal,7,37.0,2004,centro-oeste
distrito federal,7,24.0,2005,centro-oeste
distrito federal,7,10.0,2006,centro-oeste
distrito federal,7,25.0,2007,centro-oeste
distrito federal,7,12.0,2008,centro-oeste
distrito federal,7,33.0,2009,centro-oeste
distrito federal,7,85.0,2010,centro-oeste
distrito federal,7,53.0,2011,centro-oeste
distrito federal,7,29.0,2012,centro-oeste
distrito federal,7,22.0,2013,centro-oeste
distrito federal,7,27.0,2014,centro-oeste
distrito federal,7,15.0,2015,centro-oeste
distrito federal,7,79.0,2016,centro-oeste
distrito federal,7,44.0,2017,centro-oeste
